["way", "would"]	[0.7321428571428571, 0.84536082474226804, 0.78875184094256257]
["great", "well"]	[0.72961816305469551, 0.84367541766109788, 0.78664679035789664]
["time", "two"]	[0.72950819672131151, 0.84360189573459721, 0.78655504622795436]
["must", "would"]	[0.72870662460567825, 0.84306569343065696, 0.78588615901816761]
["part", "would"]	[0.72829417773238003, 0.8427895981087471, 0.78554188792056356]
["made", "well"]	[0.72736625514403297, 0.84216795711733172, 0.78476710613068235]
["also", "well"]	[0.72689511941848395, 0.84185207456404088, 0.78437359699126241]
["many", "one"]	[0.72590361445783136, 0.84118673647469455, 0.78354517546626301]
["may", "two"]	[0.72515212981744426, 0.84068195179306293, 0.78291704080525359]
["first", "new"]	[0.72497365648050582, 0.84056200366524125, 0.78276783007287354]
["must", "time"]	[0.7245632065775951, 0.84028605482717522, 0.78242463070238522]
["may", "new"]	[0.72441742654508612, 0.84018801410105759, 0.78230272032307191]
["new", "would"]	[0.72395833333333337, 0.83987915407854985, 0.78191874370594161]
["first", "two"]	[0.72391991570073766, 0.83985330073349629, 0.78188660821711697]
["great", "upon"]	[0.72299465240641714, 0.83923029174425823, 0.78111247207533774]
["one", "us"]	[0.72250252270433901, 0.83889865260691276, 0.78070058765562589]
["first", "part"]	[0.72045220966084278, 0.83751493428912782, 0.77898357197498536]
["first", "great"]	[0.71845672575599584, 0.83616504854368934, 0.77731088714984264]
["also", "time"]	[0.7179226069246436, 0.83580320094842919, 0.77686290393653645]
["first", "made"]	[0.71621621621621623, 0.83464566929133854, 0.77543094275377733]
["great", "new"]	[0.71537622682660851, 0.83407501589319766, 0.77472562135990308]
["much", "one"]	[0.71442885771543085, 0.83343074225599068, 0.77392979998571076]
["first", "upon"]	[0.712678936605317, 0.83223880597014921, 0.77245887128773316]
["also", "first"]	[0.7120418848167539, 0.83180428134556572, 0.77192308308115987]
["new", "well"]	[0.71120246659815001, 0.83123123123123122, 0.77121684891469067]
["time", "us"]	[0.71113445378151263, 0.83118477593615714, 0.77115961485883489]
["found", "one"]	[0.71113340020060178, 0.83118405627198122, 0.7711587282362915]
["way", "well"]	[0.70854788877445929, 0.82941531042796868, 0.76898159960121393]
["first", "way"]	[0.70606694560669458, 0.82771305947271612, 0.76689000253970541]
["made", "upon"]	[0.70432946145723341, 0.82651796778190834, 0.76542371461957082]
["states", "united"]	[0.70169491525423733, 0.82470119521912355, 0.76319805523668038]
["must", "well"]	[0.69989722507708119, 0.82345828295042323, 0.76167775401375226]
["two", "would"]	[0.69989722507708119, 0.82345828295042323, 0.76167775401375226]
["could", "well"]	[0.69948717948717953, 0.82317441158720583, 0.76133079553719263]
["could", "first"]	[0.69864442127215853, 0.82259054634745243, 0.76061748380980543]
["us", "would"]	[0.69861554845580409, 0.82257053291536053, 0.76059304068558231]
["part", "upon"]	[0.69813278008298751, 0.82223579718998163, 0.76018428863648457]
["two", "well"]	[0.69795918367346943, 0.82211538461538458, 0.76003728414442695]
["many", "may"]	[0.69641025641025645, 0.82103990326481258, 0.75872507983753446]
["could", "upon"]	[0.69542066027689031, 0.82035175879396982, 0.75788620953543007]
["also", "would"]	[0.69538461538461538, 0.82032667876588017, 0.75785564707524777]
["many", "well"]	[0.69496855345911945, 0.82003710575139144, 0.7575028296052555]
["much", "time"]	[0.69398340248962653, 0.8193508879363135, 0.75666714521297007]
["found", "may"]	[0.69349845201238391, 0.81901279707495434, 0.75625562454366912]
["found", "well"]	[0.68842105263157893, 0.81546134663341641, 0.75194119963249761]
["could", "must"]	[0.68818380743982499, 0.81529488010369411, 0.75173934377175955]
["made", "part"]	[0.68723849372384938, 0.81463112213267208, 0.75093480792826073]
["many", "time"]	[0.68653648509763621, 0.81413772090188907, 0.75033710299976264]
["could", "great"]	[0.68642241379310343, 0.81405750798722043, 0.75023996089016198]
["part", "way"]	[0.68571428571428572, 0.81355932203389836, 0.74963680387409204]
["long", "one"]	[0.68442211055276381, 0.81264916467780435, 0.74853563761528408]
["much", "would"]	[0.68315789473684208, 0.81175734834271418, 0.74745762153977813]
["may", "much"]	[0.68130745658835545, 0.81044957472660994, 0.74587851565748275]
["many", "would"]	[0.68096234309623427, 0.81020535158680773, 0.74558384734152106]
["first", "must"]	[0.67975206611570249, 0.80934809348093484, 0.74455007979831866]
["great", "made"]	[0.67936507936507939, 0.80907372400756139, 0.74421940168632039]
["also", "part"]	[0.67928496319663512, 0.80901690670006265, 0.74415093494834883]
["great", "part"]	[0.67883211678832112, 0.80869565217391304, 0.74376388448111708]
["could", "made"]	[0.67700534759358288, 0.80739795918367352, 0.7422016533886282]
["could", "way"]	[0.67351351351351352, 0.80490956072351416, 0.73921153711851384]
["new", "part"]	[0.67259414225941427, 0.80425265791119449, 0.73842340008530438]
["may", "us"]	[0.67209775967413443, 0.80389768574908649, 0.73799772271161046]
["much", "well"]	[0.67082035306334376, 0.8029832193909261, 0.73690178622713498]
["first", "us"]	[0.67055084745762716, 0.80279010779961957, 0.73667047762862337]
["must", "upon"]	[0.66911764705882348, 0.80176211453744495, 0.73543988079813416]
["made", "way"]	[0.66843783209351748, 0.80127388535031852, 0.73485585872191805]
["must", "part"]	[0.66806722689075626, 0.80100755667506296, 0.73453739178290967]
["could", "new"]	[0.66738197424892709, 0.80051480051480051, 0.73394838738186374]
["one", "order"]	[0.66599799398194581, 0.7995183624322697, 0.73275817820710776]
["found", "would"]	[0.66562173458725182, 0.79924717691342539, 0.73243445575033861]
["great", "many"]	[0.66484716157205237, 0.79868852459016393, 0.73176784308110809]
["first", "many"]	[0.66387434554973823, 0.79798615481434865, 0.73093025018204338]
["great", "way"]	[0.66348195329087045, 0.79770261646458196, 0.73059228487772621]
["even", "one"]	[0.66296670030272453, 0.79733009708737868, 0.73014839869505166]
["also", "upon"]	[0.66285119667013526, 0.79724655819774715, 0.7300488774339412]
["long", "time"]	[0.66285119667013526, 0.79724655819774715, 0.7300488774339412]
["may", "order"]	[0.66249999999999998, 0.79699248120300747, 0.72974624060150373]
["make", "one"]	[0.66161616161616166, 0.79635258358662619, 0.72898437260139393]
["must", "way"]	[0.66129032258064513, 0.79611650485436891, 0.72870341371750702]
["found", "time"]	[0.66122448979591841, 0.7960687960687961, 0.72864664293235726]
["part", "two"]	[0.66112266112266116, 0.79599499374217775, 0.72855882743241951]
["two", "upon"]	[0.66043613707165105, 0.79549718574108819, 0.72796666140636956]
["upon", "way"]	[0.66041666666666665, 0.79548306148055203, 0.72794986407360929]
["little", "one"]	[0.65961732124874117, 0.79490291262135926, 0.72726011693505022]
["new", "upon"]	[0.65803108808290156, 0.79374999999999996, 0.7258905440414507]
["great", "much"]	[0.65792349726775956, 0.79367172050098878, 0.72579760888437417]
["make", "would"]	[0.65550755939524841, 0.79191128506196995, 0.72370942222860912]
["made", "two"]	[0.65441176470588236, 0.7911111111111111, 0.72276143790849678]
["made", "must"]	[0.65433403805496826, 0.79105431309904151, 0.72269417557700488]
["made", "new"]	[0.65372507869884577, 0.79060913705583757, 0.72216710787734173]
["great", "us"]	[0.65355191256830603, 0.79048248512888297, 0.7220171988485945]
["new", "us"]	[0.65236523652365241, 0.78961384820239677, 0.72098954236302459]
["new", "way"]	[0.65180467091295113, 0.78920308483290491, 0.72050387787292802]
["could", "part"]	[0.65041493775933612, 0.78818353236957883, 0.71929923506445748]
["one", "without"]	[0.65020161290322576, 0.7880268784361637, 0.71911424566969473]
["us", "well"]	[0.64953751284686534, 0.78753894080996889, 0.71853822682841706]
["first", "much"]	[0.64859228362877996, 0.78684376976597092, 0.7177180266973755]
["also", "must"]	[0.64787234042553188, 0.78631375080697219, 0.71709304561625209]
["like", "one"]	[0.64747474747474743, 0.78602084610668299, 0.71674779679071521]
["long", "may"]	[0.64723926380368102, 0.78584729981378021, 0.71654328180873061]
["even", "would"]	[0.6463022508038585, 0.78515625, 0.71572925040192925]
["great", "two"]	[0.64607329842931938, 0.78498727735368956, 0.71553028789150441]
["us", "way"]	[0.64576457645764573, 0.78475935828877008, 0.71526196737320791]
["little", "time"]	[0.64570230607966461, 0.78471337579617839, 0.71520784093792145]
["also", "new"]	[0.64556962025316456, 0.7846153846153846, 0.71509250243427458]
["new", "two"]	[0.64488935721812435, 0.78411274823830879, 0.71450105272821651]
["every", "one"]	[0.64372469635627527, 0.78325123152709364, 0.71348796394168446]
["much", "part"]	[0.64323748668796588, 0.78289047310434223, 0.713063979896154]
["one", "place"]	[0.64321608040201006, 0.78287461773700306, 0.71304534906950656]
["make", "time"]	[0.6425576519916143, 0.78238672622846206, 0.71247218911003818]
["great", "must"]	[0.64248159831756047, 0.78233034571062743, 0.71240597201409395]
["man", "one"]	[0.64213709677419351, 0.78207489257213014, 0.71210599467316182]
["could", "us"]	[0.64175824175824181, 0.78179384203480584, 0.71177604189652377]
["first", "found"]	[0.64166666666666672, 0.78172588832487311, 0.71169627749576991]
["every", "time"]	[0.64118895966029721, 0.78137128072445017, 0.71128012019237374]
["much", "way"]	[0.64113785557986869, 0.78133333333333332, 0.71123559445660101]
["also", "two"]	[0.64105263157894732, 0.78127004490057728, 0.71116133823976235]
["could", "might"]	[0.64099526066350709, 0.78122743682310469, 0.71111134874330584]
["also", "way"]	[0.64097148891235478, 0.78120978120978124, 0.71109063506106795]
["much", "upon"]	[0.64080765143464402, 0.7810880829015544, 0.71094786716809921]
["long", "would"]	[0.63941299790356398, 0.78005115089514065, 0.70973207439935226]
["even", "time"]	[0.63883089770354906, 0.77961783439490451, 0.70922436604922678]
["order", "time"]	[0.63871635610766042, 0.77953253316487681, 0.70912444463626856]
["upon", "us"]	[0.63829787234042556, 0.77922077922077926, 0.70875932578060241]
["form", "one"]	[0.6378269617706237, 0.77886977886977882, 0.70834837032020126]
["order", "well"]	[0.63760504201680668, 0.77870429762668381, 0.70815466982174524]
["many", "upon"]	[0.6371308016877637, 0.77835051546391754, 0.70774065857584056]
["many", "new"]	[0.6367567567567568, 0.77807133421400265, 0.70741404548537967]
["might", "would"]	[0.63656387665198233, 0.77792732166890988, 0.70724559916044605]
["like", "time"]	[0.63645943097997892, 0.77784932388924666, 0.70715437743461274]
["also", "many"]	[0.63636363636363635, 0.77777777777777779, 0.70707070707070707]
["may", "without"]	[0.63579604578563997, 0.77735368956743001, 0.70657486767653499]
["made", "make"]	[0.63554555680539937, 0.77716643741403024, 0.70635599710971486]
["form", "may"]	[0.63493723849372385, 0.77671145233525274, 0.70582434541448835]
["found", "part"]	[0.63443145589798089, 0.77633289986996101, 0.70538217788397095]
["make", "may"]	[0.63391933815925539, 0.77594936708860762, 0.70493435262393156]
["one", "use"]	[0.6333333333333333, 0.77551020408163263, 0.70442176870748296]
["every", "great"]	[0.63242009132420096, 0.77482517482517488, 0.70362263307468798]
["order", "would"]	[0.63224446786090627, 0.77469335054874111, 0.70346890920482363]
["may", "use"]	[0.63196635120925337, 0.77448453608247425, 0.70322544364586381]
["two", "way"]	[0.63168940188877232, 0.77427652733118968, 0.702982964609981]
["could", "many"]	[0.63163596966413871, 0.77423638778220449, 0.7029361787231716]
["man", "time"]	[0.63091482649842268, 0.77369439071566726, 0.70230460860704502]
["many", "much"]	[0.63087248322147649, 0.77366255144032925, 0.70226751733090287]
["found", "made"]	[0.63078579117330458, 0.77359735973597354, 0.70219157545463906]
["made", "us"]	[0.63010752688172045, 0.77308707124010556, 0.70159729906091295]
["case", "one"]	[0.62877263581488929, 0.77208153180975914, 0.70042708381232421]
["even", "may"]	[0.62860082304526754, 0.77195198989260894, 0.70027640646893818]
["found", "upon"]	[0.62857142857142856, 0.77192982456140347, 0.70025062656641601]
["also", "could"]	[0.62854144805876178, 0.77190721649484539, 0.70022433227680358]
["like", "would"]	[0.62808145766345125, 0.77156023699802501, 0.69982084733073813]
["could", "two"]	[0.6278825995807128, 0.77141017385705091, 0.6996463867188818]
["also", "found"]	[0.62757871878393046, 0.77118078719146099, 0.69937975298769572]
["also", "great"]	[0.6262939958592133, 0.77021005728835135, 0.69825202657378238]
["long", "upon"]	[0.62607758620689657, 0.77004638833664674, 0.69806198727177171]
["also", "made"]	[0.62603305785123964, 0.77001270648030495, 0.69802288216577235]
["life", "one"]	[0.62575452716297786, 0.76980198019801982, 0.69777825368049884]
["first", "long"]	[0.62565720294426919, 0.76972833117723161, 0.69769276706075045]
["must", "two"]	[0.62473794549266248, 0.76903225806451614, 0.69688510177858931]
["time", "without"]	[0.62395833333333328, 0.7684413085311097, 0.69619982093222155]
["means", "one"]	[0.62361251261352169, 0.76817899316345561, 0.69589575288848859]
["made", "many"]	[0.62208067940552014, 0.76701570680628273, 0.69454819310590143]
["much", "new"]	[0.62109795479009688, 0.76626826029216466, 0.69368310754113072]
["long", "well"]	[0.62100926879505669, 0.76620076238881829, 0.69360501559193755]
["many", "part"]	[0.62068965517241381, 0.76595744680851063, 0.69332355099046228]
["life", "time"]	[0.62065331928345624, 0.76592977893368008, 0.69329154910856816]
["every", "would"]	[0.62057877813504825, 0.76587301587301593, 0.69322589700403214]
["case", "may"]	[0.62043795620437958, 0.76576576576576572, 0.69310186098507265]
["little", "may"]	[0.62026612077789145, 0.76563487049905243, 0.692950495638472]
["many", "two"]	[0.61991434689507496, 0.76536682088565766, 0.69264058389036631]
["much", "must"]	[0.61971830985915488, 0.76521739130434785, 0.69246785058175142]
["great", "long"]	[0.61967213114754094, 0.76518218623481782, 0.69242715869117943]
["order", "part"]	[0.61930585683297179, 0.76490288010716678, 0.69210436847006929]
["every", "upon"]	[0.61888888888888893, 0.76458476321207958, 0.69173682605048425]
["many", "must"]	[0.61786867599569428, 0.7638057218895542, 0.6908371989426243]
["much", "us"]	[0.6174496644295302, 0.76348547717842319, 0.69046757080397669]
["make", "well"]	[0.61740041928721179, 0.76344782890473106, 0.69042412409597143]
["must", "new"]	[0.61730969760166843, 0.76337846550612509, 0.69034408155389682]
["little", "would"]	[0.61684210526315786, 0.76302083333333337, 0.68993146929824567]
["great", "like"]	[0.6164229471316085, 0.76270006958942238, 0.68956150836051544]
["could", "make"]	[0.61625282167042894, 0.76256983240223464, 0.68941132703633179]
["could", "much"]	[0.61596548004314999, 0.76234979973297734, 0.68915763988806367]
["might", "time"]	[0.61530286928799149, 0.76184210526315788, 0.68857248727557474]
["make", "upon"]	[0.6153005464480874, 0.76184032476319352, 0.68857043560564046]
["may", "means"]	[0.61506276150627615, 0.76165803108808294, 0.6883603962971796]
["far", "one"]	[0.6141414141414141, 0.76095118898623282, 0.68754630156382346]
["great", "little"]	[0.61376248612652606, 0.76066024759284734, 0.68721136685968665]
["may", "place"]	[0.61356628982528261, 0.76050955414012744, 0.68703792198270497]
["place", "time"]	[0.61347150259067362, 0.76043673731535, 0.68695411995301181]
["first", "make"]	[0.61341853035143767, 0.76039603960396041, 0.68690728497769904]
["must", "order"]	[0.6127232142857143, 0.75986159169550171, 0.68629240299060801]
["might", "one"]	[0.61251261352169528, 0.75969962453066331, 0.68610611902617924]
["without", "would"]	[0.61205073995771675, 0.75934426229508201, 0.68569750112639938]
["must", "us"]	[0.61189189189189186, 0.75922199865861839, 0.68555694527525513]
["number", "one"]	[0.61167002012072436, 0.75905118601747812, 0.68536060306910129]
["many", "way"]	[0.61111111111111116, 0.75862068965517238, 0.68486590038314177]
["one", "whole"]	[0.61088709677419351, 0.75844806007509391, 0.68466757842464365]
["could", "even"]	[0.61054994388327721, 0.75818815331010458, 0.6843690485966909]
["first", "like"]	[0.61051502145922742, 0.75816122584943368, 0.68433812365433055]
["many", "us"]	[0.61018826135105209, 0.75790921595598348, 0.68404873865351778]
["made", "much"]	[0.61016949152542377, 0.75789473684210529, 0.68403211418376453]
["use", "well"]	[0.60998937300743894, 0.7577557755775578, 0.68387257429249837]
["one", "world"]	[0.6088709677419355, 0.75689223057644106, 0.68288159915918833]
["man", "would"]	[0.60869565217391308, 0.7567567567567568, 0.68272620446533494]
["one", "state"]	[0.60804020100502509, 0.75624999999999998, 0.68214510050251254]
["even", "upon"]	[0.60803474484256248, 0.75624577987846053, 0.68214026236051151]
["found", "way"]	[0.60752688172043012, 0.7558528428093646, 0.68168986226489736]
["hong", "kong"]	[0.6071428571428571, 0.75555555555555554, 0.68134920634920637]
["also", "much"]	[0.60683760683760679, 0.75531914893617025, 0.68107837788688852]
["far", "time"]	[0.60676532769556024, 0.75526315789473686, 0.68101424279514855]
["place", "would"]	[0.60654008438818563, 0.75508864084044647, 0.68081436261431605]
["part", "us"]	[0.60647181628392488, 0.7550357374918778, 0.68075377688790129]
["could", "long"]	[0.60592755214050498, 0.75461380724538618, 0.68027067969294563]
["every", "may"]	[0.60556127703398555, 0.75432969852469534, 0.6799454877793405]
["even", "well"]	[0.6053997923156802, 0.75420439844760667, 0.67980209538164349]
["little", "well"]	[0.6053997923156802, 0.75420439844760667, 0.67980209538164349]
["even", "great"]	[0.60485651214128033, 0.75378266850068776, 0.6793195903209841]
["first", "order"]	[0.60482180293501053, 0.75375571521881124, 0.67928875907691089]
["form", "well"]	[0.60462670872765512, 0.7536041939711664, 0.67911545134941076]
["little", "upon"]	[0.60455037919826649, 0.75354490209318026, 0.67904764064572332]
["found", "two"]	[0.60427807486631013, 0.7533333333333333, 0.67880570409982166]
["two", "us"]	[0.6036324786324786, 0.75283144570286475, 0.67823196216767168]
["time", "world"]	[0.60295670538542767, 0.75230566534914356, 0.67763118536728562]
["great", "might"]	[0.60273972602739723, 0.75213675213675213, 0.67743823908207468]
["well", "without"]	[0.60229645093945716, 0.75179153094462536, 0.67704399094204126]
["life", "well"]	[0.60211640211640216, 0.75165125495376484, 0.67688382853508355]
["may", "might"]	[0.60188087774294674, 0.75146771037181992, 0.67667429405738333]
["means", "time"]	[0.59979101358411702, 0.74983670803396474, 0.67481386080904082]
["like", "may"]	[0.59959141981613895, 0.74968071519795654, 0.67463606750704774]
["first", "little"]	[0.59957850368809273, 0.74967061923583667, 0.6746245614619647]
["long", "made"]	[0.59849300322927879, 0.74882154882154883, 0.67365727602541381]
["man", "may"]	[0.59754851889683347, 0.74808184143222511, 0.67281518016452924]
["place", "upon"]	[0.59738846572361259, 0.74795640326975477, 0.67267243449668368]
["like", "well"]	[0.59603340292275575, 0.7468933943754088, 0.67146339864908233]
["form", "part"]	[0.59562841530054644, 0.74657534246575341, 0.67110187888314998]
["number", "two"]	[0.59542857142857142, 0.74641833810888247, 0.67092345476872695]
["like", "upon"]	[0.59477124183006536, 0.74590163934426235, 0.67033644058716391]
["even", "first"]	[0.59453781512605042, 0.7457180500658761, 0.67012793259596326]
["made", "order"]	[0.59436008676789587, 0.74557823129251699, 0.66996915903020637]
["also", "order"]	[0.5942982456140351, 0.74552957359009631, 0.66991390960206565]
["state", "time"]	[0.59371727748691094, 0.74507227332457293, 0.66939477540574188]
["make", "us"]	[0.59353348729792144, 0.74492753623188401, 0.66923051176490267]
["found", "new"]	[0.59341825902335454, 0.7448367754830113, 0.66912751725318298]
["life", "would"]	[0.59322033898305082, 0.74468085106382975, 0.66895059502344023]
["could", "little"]	[0.59267480577136511, 0.74425087108013932, 0.66846283842575227]
["great", "man"]	[0.59267480577136511, 0.74425087108013932, 0.66846283842575227]
["case", "well"]	[0.59181532004197268, 0.74357284113381672, 0.6676940805878947]
["means", "well"]	[0.5913410770855333, 0.74319840743198406, 0.66726974225875868]
["could", "order"]	[0.59120879120879122, 0.74309392265193375, 0.66715135693036243]
["part", "place"]	[0.59110629067245124, 0.74301295160190861, 0.66705962113717998]
["great", "without"]	[0.59095920617420061, 0.7428967428967429, 0.6669279745354717]
["life", "may"]	[0.59076923076923082, 0.74274661508704065, 0.66675792292813574]
["long", "part"]	[0.59071729957805907, 0.7427055702917772, 0.66671143493491813]
["people", "time"]	[0.59042553191489366, 0.74247491638795982, 0.66645022415142674]
["long", "must"]	[0.59041394335511987, 0.74246575342465748, 0.66643984838988868]
["good", "one"]	[0.59013091641490434, 0.74224192526915767, 0.66618642084203095]
["make", "way"]	[0.58980044345898008, 0.74198047419804747, 0.66589045882851372]
["form", "time"]	[0.58974358974358976, 0.74193548387096775, 0.6658395368072787]
["first", "without"]	[0.58966244725738393, 0.74187126741871268, 0.6657668573380483]
["even", "us"]	[0.58965517241379306, 0.74186550976138832, 0.66576034108759075]
["far", "would"]	[0.58930481283422465, 0.74158815612382234, 0.66544648447902355]
["upon", "without"]	[0.58918918918918917, 0.74149659863945583, 0.66534289391432244]
["also", "us"]	[0.58898305084745761, 0.74133333333333329, 0.66515819209039551]
["may", "number"]	[0.58780991735537191, 0.7404033832140533, 0.66410665028471261]
["whole", "would"]	[0.58760683760683763, 0.74024226110363389, 0.6639245493552357]
["first", "place"]	[0.58755274261603374, 0.74019933554817274, 0.66387603908210324]
["case", "part"]	[0.58752735229759301, 0.74017918676774641, 0.66385326953266977]
["could", "man"]	[0.58744394618834084, 0.74011299435028244, 0.66377847026931169]
["great", "life"]	[0.5870535714285714, 0.73980309423347401, 0.66342833283102265]
["even", "much"]	[0.58695652173913049, 0.73972602739726023, 0.66334127456819536]
["made", "place"]	[0.58681318681318684, 0.73961218836565101, 0.66321268758941887]
["could", "found"]	[0.58660998937300746, 0.73945077026121897, 0.66303037981711321]
["found", "great"]	[0.58656873032528856, 0.73941798941798942, 0.66299335987163899]
["make", "part"]	[0.5864661654135338, 0.73933649289099523, 0.66290132915226452]
["people", "would"]	[0.58631921824104238, 0.73921971252566732, 0.66276946538335491]
["could", "like"]	[0.58612975391498878, 0.73906911142454157, 0.66259943266976518]
["every", "first"]	[0.5859872611464968, 0.73895582329317266, 0.66247154221983473]
["one", "people"]	[0.58568548387096775, 0.73871582962492055, 0.66220065674794415]
["little", "made"]	[0.58541893362350383, 0.73850377487989016, 0.661961354251697]
["part", "use"]	[0.58533916849015322, 0.73844030365769497, 0.6618897360739241]
["place", "well"]	[0.58531540847983454, 0.73842139595564249, 0.66186840221773857]
["state", "well"]	[0.58518518518518514, 0.73831775700934577, 0.6617514710972654]
["first", "man"]	[0.58456659619450313, 0.7378252168112075, 0.66119590650285531]
["order", "upon"]	[0.58430540827147404, 0.73761713520749661, 0.66096127173948527]
["man", "us"]	[0.58420441347270613, 0.73753665689149561, 0.66087053518210093]
["make", "new"]	[0.58415841584158412, 0.73750000000000004, 0.66082920792079203]
["long", "two"]	[0.58405172413793105, 0.73741496598639455, 0.66073334506216286]
["number", "well"]	[0.58394931362196412, 0.73733333333333329, 0.6606413234776487]
["world", "would"]	[0.58377801494130199, 0.73719676549865232, 0.66048739021997716]
["one", "work"]	[0.58350100603621735, 0.73697585768742058, 0.66023843186181896]
["long", "new"]	[0.58342303552206676, 0.73691366417403126, 0.66016834984804906]
["good", "time"]	[0.58333333333333337, 0.73684210526315785, 0.66008771929824561]
["time", "work"]	[0.58306878306878307, 0.7366310160427807, 0.65984989955578188]
["even", "way"]	[0.58259911894273131, 0.73625608907446072, 0.65942760400859601]
["even", "made"]	[0.58197611292073836, 0.73575840768702816, 0.65886726030388321]
["means", "part"]	[0.58177826564215152, 0.73560027758501045, 0.65868927161358104]
["little", "much"]	[0.58152793614595211, 0.73540014419610666, 0.65846404017102933]
["even", "every"]	[0.58150851581508511, 0.73538461538461541, 0.65844656559985026]
["first", "world"]	[0.58144552319309606, 0.73533424283765347, 0.65838988301537471]
["men", "people"]	[0.58126721763085398, 0.73519163763066198, 0.65822942763075798]
["end", "one"]	[0.58123107971745713, 0.73516273133375876, 0.65819690552560794]
["might", "upon"]	[0.58121546961325965, 0.73515024458420686, 0.65818285709873325]
["long", "many"]	[0.58111111111111113, 0.73506676036542518, 0.65808893573826821]
["number", "time"]	[0.58091286307053946, 0.73490813648293962, 0.65791049977673954]
["much", "two"]	[0.58088235294117652, 0.73488372093023258, 0.65788303693570449]
["may", "state"]	[0.58084449021627194, 0.73485342019543975, 0.65784895520585585]
["also", "use"]	[0.58071748878923768, 0.73475177304964534, 0.65773463091944151]
["great", "world"]	[0.58060879368658402, 0.73466476462196861, 0.65763677915427632]
["every", "us"]	[0.58023255813953489, 0.73436350257542315, 0.65729803035747902]
["found", "must"]	[0.58006362672322376, 0.73422818791946309, 0.65714590732134348]
["order", "two"]	[0.57980456026058635, 0.73402061855670098, 0.65691258940864361]
